1 0.446304
5 0.451299
9 0.616835
13 0.696403
17 0.788338
21 0.829692
25 0.960839
29 1.02285
33 1.14144
37 1.20006
41 1.33697
45 1.36262
49 1.55869
53 1.54379
57 1.75148
61 1.77872
65 1.92802
69 1.90106
73 2.05372
77 2.09371
81 2.25354
85 2.26576
89 2.43929
93 2.44603
97 2.59376
101 2.63013
105 2.79217
109 2.86015
113 2.99376
117 3.03463
121 3.1996
125 3.25192
129 3.37369
133 3.40585
137 3.52354
141 3.61857
145 3.77705
149 3.74124
153 3.88745
157 3.91448
161 4.10367
165 4.09515
169 4.31627
173 4.33753
177 4.49606
181 4.43814
185 4.64482
189 4.63485
193 4.8417
197 4.87057
201 5.0393
205 4.99586
209 5.16404
213 5.23221
217 5.34602
221 5.37435
225 5.58649
229 5.61594
233 5.75351
237 5.77877
241 5.88423
245 5.91468
249 6.07816
