1 1.70949
5 2.06269
9 2.08311
13 2.09325
17 2.10125
21 2.11158
25 2.1184
29 2.12835
33 2.13035
37 2.14465
41 2.14372
45 2.15816
49 2.16088
53 2.17031
57 2.18592
61 2.19389
65 2.2061
69 2.21717
73 2.22735
77 2.2434
81 2.2441
85 2.26458
89 2.28191
93 2.29308
97 3.44838
101 3.97909
105 4.02154
109 4.03183
113 4.05701
117 4.06684
121 4.0844
125 4.11722
129 4.3763
133 4.40013
137 4.41201
141 4.43427
145 4.43463
149 4.44183
153 4.46287
157 4.4681
161 4.48478
165 4.49711
169 4.51485
173 4.53027
177 4.5363
181 4.55111
185 4.56907
189 4.58238
193 5.73808
197 5.96149
201 6.2132
205 6.28038
209 6.30076
213 6.3187
217 6.34496
221 6.36554
225 6.37122
229 6.38152
233 6.39452
237 6.42511
241 6.68141
245 6.68488
249 6.69914
